Image Source,Product Description,Sku  Code,Size Code,Size Description,UI,Printed Substrate Length,Printed Substrate Width,Printed Substrate    Sq Ft,Image Sq In,Image Sq Ft,Ratio,Decimal Ratio,Size,Length,Width,Product Description,Sku Code,Rolled Canvas White Border - Estimated Cost,Rolled Canvas White Border -  Estimated Retail,Rolled Canvas White Border - UI Retail,Rolled Canvas White Border -  TAR UI Cost,,Product Description,Sku Code,Size Code,"Rolled Canvas with 2"" Black Border - UI","Rolled Canvas 2"" Black Border - Estimated Cost","Rolled Canvas 2"" Black Border - Estimated Retail","Rolled Canvas 2"" Black Border - UI Retail","Rolled Canvas 2"" Black Border - TAR UI Cost",,Product Description,Sku Code,Size Code,"Rolled Canvas with 2"" Mirrored Border - UI","Rolled Canvas 2"" Mirror Border - Estimated Cost","Rolled Canvas 2"" Mirror Border -  Estimated Retail","Rolled Canvas 2"" Mirror - UI Retail","Rolled Canvas 2"" Mirror - TAR UI Cost",,
San Diego,Giclee Print on Canvas,CV,X,Oversize Large,97,51,60,21.25,2340,16.25,,0.86,45 x 52,45,52,"Canvas Giclee Print with 3"" White Border",WH,83.23,$277.42,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,101,86.66,$288.86,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,101,98.66,$328.86,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.86,54.5 x 63,54.5,63,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,P,Petite,32,21,24,3.50,255,1.77,,0.88,15 x 17,15,17,"Canvas Giclee Print with 3"" White Border",WH,21.12,$70.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,36,23.76,$79.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,36,27.92,$93.06,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,S,Small,47,28,36,7.00,550,3.82,,0.88,22 x 25,22,25,"Canvas Giclee Print with 3"" White Border",WH,31.02,$103.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,51,33.66,$112.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,51,39.55,$131.84,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,71,44,42,12.83,1238,8.59,,0.88,33 x 37.5,33,37.5,"Canvas Giclee Print with 3"" White Border",WH,49.20,$164.01,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,75,51.98,$173.25,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,75,60.89,$202.95,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,79,43,50,14.93,1554,10.79,,0.88,37 x 42,37,42,"Canvas Giclee Print with 3"" White Border",WH,62.57,$208.56,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,83,65.74,$219.12,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,83,75.05,$250.16,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,X,Oversize Large,98,52,60,21.67,2379,16.52,,0.88,45.75 x 52,45.75,52,"Canvas Giclee Print with 3"" White Border",WH,84.08,$280.28,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,102,87.52,$291.72,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,102,99.63,$332.11,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,3497,24.28,,0.88,55.5 x 63,55.5,63,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,P,Petite,32,21,24,3.50,248,1.72,,0.91,15 x 16.5,15,16.5,"Canvas Giclee Print with 3"" White Border",WH,21.12,$70.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,36,23.76,$79.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,36,27.92,$93.06,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,S,Small,42,26,36,6.50,440,3.06,,0.91,20 x 22,20,22,"Canvas Giclee Print with 3"" White Border",WH,27.72,$92.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,46,30.36,$101.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,46,35.67,$118.91,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,63,39,36,9.75,990,6.88,,0.91,30 x 33,30,33,"Canvas Giclee Print with 3"" White Border",WH,43.66,$145.53,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,67,46.43,$154.77,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,67,54.39,$181.30,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,73,44,42,12.83,1311,9.10,,0.91,34.5 x 38,34.5,38,"Canvas Giclee Print with 3"" White Border",WH,57.82,$192.72,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,77,60.98,$203.28,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,77,69.62,$232.08,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,X,Oversize Large,84,46,50,15.97,1760,12.22,,0.91,40 x 44,40,44,"Canvas Giclee Print with 3"" White Border",WH,72.07,$240.24,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,88,75.50,$251.68,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,88,85.96,$286.53,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.91,54.5 x 60,54.5,60,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,P,Petite,24,24,24,4.00,144,1.00,1:1,1.00,12 x 12,12,12,"Canvas Giclee Print with 3"" White Border",WH,15.84,$52.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,P,28,18.48,$61.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,P,28,21.71,$72.38,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,S,Small ,32,22,24,3.67,256,1.78,1:1,1.00,16 x 16,16,16,"Canvas Giclee Print with 3"" White Border",WH,21.12,$70.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,36,23.76,$79.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,36,27.92,$93.06,$2.59,$0.776,,
San Diego,Giclee Print on Canvas,CV,M,Medium,40,26,36,6.50,400,2.78,1:1,1.00,20 x 20,20,20,"Canvas Giclee Print with 3"" White Border",WH,27.72,$92.40,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,44,30.49,$101.64,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,44,35.72,$119.06,$2.71,$0.812,,
San Diego,Giclee Print on Canvas,CV,L,Large,60,36,36,9.00,900,6.25,1:1,1.00,30 x 30,30,30,"Canvas Giclee Print with 3"" White Border",WH,43.56,$145.20,$2.42,$0.726,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,64,46.46,$154.88,$2.42,$0.726,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,64,54.28,$180.93,$2.83,$0.848,,
San Diego,Giclee Print on Canvas,CV,O,Oversize,72,42,42,12.25,"1,296",9.00,1:1,1.00,36 x 36,36,36,"Canvas Giclee Print with 3"" White Border",WH,57.02,$190.08,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,76,60.19,$200.64,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,76,68.72,$229.06,$3.01,$0.904,,
San Diego,Giclee Print on Canvas,CV,X,Oversize Large,80,46,50,15.97,"1,296",9.00,1:1,1.00,40 x 40,40,40,"Canvas Giclee Print with 3"" White Border",WH,68.64,$228.80,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,84,72.07,$240.24,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,84,82.05,$273.50,$3.26,$0.977,,
San Diego,Giclee Print on Canvas,CV,C,Custom,,,,,,,1:1,1.00,54 x 54,54,54,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,M,Medium,38,10,42,2.92,133,0.92,1:8.5,0.12,4 x 33.25,4,33.25,"Canvas Giclee Print with 3"" White Border",WH,23.83,$79.42,$2.09,$0.627,,"Canvas Giclee Print with 2"" Black Border",CVBL,M,42,26.33,$87.78,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,42,31.05,$103.49,$2.46,$0.739,,
Italy,Giclee Print on Canvas,CV,L,Large,48,11,50,3.82,213,1.48,1:8.5,0.12,5 x 42.5,5,42.5,"Canvas Giclee Print with 3"" White Border",WH,31.68,$105.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,52,34.32,$114.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,52,40.33,$134.42,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,O,Oversize,57,12,60,5.00,306,2.13,1:8.5,0.12,6 x 51,6,51,"Canvas Giclee Print with 3"" White Border",WH,45.14,$150.48,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,61,48.31,$161.04,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,61,55.16,$183.85,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,X,Oversize Large,67,24,66,11.00,417,2.89,1:8.5,0.12,7 x 59.5,7,59.5,"Canvas Giclee Print with 3"" White Border",WH,57.49,$191.62,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,X,71,60.92,$203.06,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,X,71,69.35,$231.18,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,1:8.5,0.12,9 x 75,9,75,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,M,Medium,38,10,42,2.92,192,1.33,,0.14,6 x 32,6,32,"Canvas Giclee Print with 3"" White Border",WH,23.83,$79.42,$2.09,$0.627,,"Canvas Giclee Print with 2"" Black Border",CVBL,M,42,26.33,$87.78,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,42,31.05,$103.49,$2.46,$0.739,,
Italy,Giclee Print on Canvas,CV,L,Large,48,14,50,4.86,300,2.08,,0.14,7.5 x 40,7.5,40,"Canvas Giclee Print with 3"" White Border",WH,31.68,$105.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,52,34.32,$114.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,52,40.33,$134.42,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,O,Oversize,64,16,60,6.67,540,3.75,,0.14,10 x 54,10,54,"Canvas Giclee Print with 3"" White Border",WH,50.69,$168.96,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,68,53.86,$179.52,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,68,61.49,$204.95,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.14,13 x 70,13,70,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,M,Medium,43,12,50,4.17,222,1.54,,0.16,6 x 37,6,37,"Canvas Giclee Print with 3"" White Border",WH,26.96,$89.87,$2.09,$0.627,,"Canvas Giclee Print with 2"" Black Border",CVBL,M,47,29.47,$98.23,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,47,34.74,$115.81,$2.46,$0.739,,
Italy,Giclee Print on Canvas,CV,L,Large,54,14,60,5.83,345,2.40,,0.16,7.5 x 46,7.5,46,"Canvas Giclee Print with 3"" White Border",WH,35.64,$118.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,58,38.28,$127.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,58,44.98,$149.93,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,O,Oversize,63,15,60,6.25,473,3.28,,0.16,8.25 x 51,8.75,54,"Canvas Giclee Print with 3"" White Border",WH,49.90,$166.32,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,67,53.06,$176.88,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,67,60.58,$201.94,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.16,12 x 74,12,74,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,S,Small,42,12,42,3.50,784,1.50,1:6,0.17,6 x 36,6,36,"Canvas Giclee Print with 3"" White Border",WH,27.72,$92.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,46,30.36,$101.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,46,35.67,$118.91,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,49,13,50,4.51,784,2.04,1:6,0.17,7 x 42,7,42,"Canvas Giclee Print with 3"" White Border",WH,30.72,$102.41,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,53,33.23,$110.77,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,53,39.18,$130.59,$2.46,$0.739,,
Italy,Giclee Print on Canvas,CV,L,Large,56,14,60,5.83,784,2.67,1:6,0.17,8 x 48,8,48,"Canvas Giclee Print with 3"" White Border",WH,38.81,$129.36,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,60,41.58,$138.60,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,60,48.71,$162.36,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,O,Oversize,63,15,60,6.25,784,3.38,1:6,0.17,9 x 54,9,54,"Canvas Giclee Print with 3"" White Border",WH,49.90,$166.32,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,67,53.06,$176.88,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,67,60.58,$201.94,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,1:6,0.17,12 x 72,12,72,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,S,Small,38,12,42,3.50,784,1.33,,0.18,6 x 32,6,32,"Canvas Giclee Print with 3"" White Border",WH,25.08,$83.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,42,27.72,$92.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,42,32.57,$108.57,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,48,14,50,4.86,300,2.08,,0.18,7.5 x 40,7.5,40,"Canvas Giclee Print with 3"" White Border",WH,30.10,$100.32,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,52,32.60,$108.68,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,52,38.44,$128.13,$2.46,$0.739,,
Italy,Giclee Print on Canvas,CV,L,Large,57,15,60,6.25,432,3.00,,0.18,9 x 48,9,48,"Canvas Giclee Print with 3"" White Border",WH,39.50,$131.67,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,61,42.27,$140.91,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,61,49.52,$165.07,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,O,Oversize,62,16,60,6.67,507,3.52,,0.18,9.75 x 52,9.75,52,"Canvas Giclee Print with 3"" White Border",WH,49.10,$163.68,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,66,52.27,$174.24,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,66,59.68,$198.92,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.18,13.5 x 72,13.5,72,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,S,Small,36,14,36,3.50,180,1.25,,0.20,6 x 30,6,30,"Canvas Giclee Print with 3"" White Border",WH,23.76,$79.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,40,26.40,$88.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,40,31.02,$103.40,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,42,13,42,3.79,245,1.70,,0.20,7 x 35,7,35,"Canvas Giclee Print with 3"" White Border",WH,26.33,$87.78,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,46,28.84,$96.14,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,46,34.00,$113.34,$2.46,$0.739,,
Italy,Giclee Print on Canvas,CV,L,Large,48,14,50,4.86,320,2.22,,0.20,8 x 40,8,40,"Canvas Giclee Print with 3"" White Border",WH,33.26,$110.88,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,52,36.04,$120.12,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,52,42.21,$140.71,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,O,Oversize,60,16,60,6.67,500,3.47,,0.20,10 x 50,10,50,"Canvas Giclee Print with 3"" White Border",WH,47.52,$158.40,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,64,50.69,$168.96,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,64,57.87,$192.90,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.20,14 x 70,14,70,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,S,Small,39,13,42,3.79,224,1.56,,0.22,7 x 32,7,32,"Canvas Giclee Print with 3"" White Border",WH,25.74,$85.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,43,28.38,$94.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,43,33.35,$111.16,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,49,15,50,5.21,350,2.43,,0.22,8.75 x 40,8.75,40,"Canvas Giclee Print with 3"" White Border",WH,30.72,$102.41,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,53,33.23,$110.77,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,53,39.18,$130.59,$2.46,$0.739,,
Italy,Giclee Print on Canvas,CV,L,Large,59,17,60,7.08,504,3.50,,0.22,10.5 x 48,10.5,48,"Canvas Giclee Print with 3"" White Border",WH,40.89,$136.29,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,63,43.66,$145.53,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,63,51.14,$170.48,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,O,Oversize,65,18,60,7.50,610,4.23,,0.22,12.25 x 56,11.5,53,"Canvas Giclee Print with 3"" White Border",WH,51.48,$171.60,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,69,54.65,$182.16,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,69,62.39,$207.97,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.22,16 x 73,16,73,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,S,Small,41,14,42,4.08,264,1.83,,0.24,8 x 33,8,33,"Canvas Giclee Print with 3"" White Border",WH,27.06,$90.20,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,45,29.70,$99.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,45,34.90,$116.33,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,52,16,50,5.56,415,2.88,,0.24,10 x 41.5,10,41.5,"Canvas Giclee Print with 3"" White Border",WH,32.60,$108.68,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,56,35.11,$117.04,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,56,41.40,$137.98,$2.46,$0.739,,
Italy,Giclee Print on Canvas,CV,L,Large,57,17,60,7.08,506,3.51,,0.24,11 x 46,11,46,"Canvas Giclee Print with 3"" White Border",WH,39.50,$131.67,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,61,42.27,$140.91,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,61,49.52,$165.07,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,O,Oversize,65,19,60,7.92,650,4.51,,0.24,12.5 x 52,12.5,52,"Canvas Giclee Print with 3"" White Border",WH,51.48,$171.60,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,69,54.65,$182.16,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,69,62.39,$207.97,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,,0.24,17 x 71,17,71,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,S,Small,40,14,42,4.08,256,1.78,1:4,0.25,8 x 32,8,32,"Canvas Giclee Print with 3"" White Border",WH,26.40,$88.00,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,44,29.04,$96.80,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,44,34.12,$113.74,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,50,16,50,5.56,400,2.78,1:4,0.25,10 x 40,10,40,"Canvas Giclee Print with 3"" White Border",WH,31.35,$104.50,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,54,33.86,$112.86,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,54,39.92,$133.06,$2.46,$0.739,,
Italy,Giclee Print on Canvas,CV,L,Large,60,18,60,7.50,576,4.00,1:4,0.25,12 x 48,12,48,"Canvas Giclee Print with 3"" White Border",WH,41.58,$138.60,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,64,44.35,$147.84,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,64,51.96,$173.18,$2.71,$0.812,,
Italy,Giclee Print on Canvas,CV,O,Oversize,70,24,62,10.33,784,5.44,1:4,0.25,14 x 56,14,56,"Canvas Giclee Print with 3"" White Border",WH,55.44,$184.80,$2.64,$0.792,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,O,74,58.61,$195.36,$2.64,$0.792,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,O,74,66.91,$223.04,$3.01,$0.904,,
Italy,Giclee Print on Canvas,CV,C,Custom,,,,,,,1:4,0.25,18 x 72,18,72,"Canvas Giclee Print with 3"" White Border",WH,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,C,,,,$2.86,$0.858,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,C,,,,$3.26,$0.977,,
Italy,Giclee Print on Canvas,CV,S,Small,38,14,36,3.50,240,1.67,,0.27,8 x 30,8,30,"Canvas Giclee Print with 3"" White Border",WH,25.08,$83.60,$2.20,$0.660,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,S,42,27.72,$92.40,$2.20,$0.660,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,S,42,32.57,$108.57,$2.59,$0.776,,
Italy,Giclee Print on Canvas,CV,M,Medium,48,16,50,5.56,375,2.60,,0.27,10 x 37.5,10,37.5,"Canvas Giclee Print with 3"" White Border",WH,30.10,$100.32,$2.09,$0.627,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,M,52,32.60,$108.68,$2.09,$0.627,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,M,52,38.44,$128.13,$2.46,$0.739,,
Italy,Giclee Print on Canvas,CV,L,Large,57,18,60,7.50,540,3.75,,0.27,12 x 45,12,45,"Canvas Giclee Print with 3"" White Border",WH,39.50,$131.67,$2.31,$0.693,,"Canvas Giclee Print with 2"" BlackBorder",CVBL,L,61,42.27,$140.91,$2.31,$0.693,,"Canvas Giclee Print with 2"" Mirrored Border",CVMR,L,61,49.52,$165.07,$2.71,$0.812,,
